program_id,source_url,program_name_suffix,city,state,data_last_updated,accredited_training_length,required_training_length,affiliated_us_government,raw_ng_state_json,specialty_title,first_year_positions,interviews_conducted_last_year,avg_hours_on_duty_y1,pct_do,pct_img,pct_usmd,program_best_described_as,website,special_features_text,accepting_applications_2025_2026,accepting_applications_2026_2027,program_start_dates,participates_in_eras,visa_statuses_accepted
,https://freida.ama-assn.org/program/1400521044,Announcement banner,,,2024-11-15T19:50:32+00:00,,,,,,,,,,,,,,,,,,,
1404831423,https://freida.ama-assn.org/program/1404831423,University of Texas Health Science Center at Houston Program,Houston,TX,2025-03-28T08:08:20+00:00,3.0,3.0,Not affiliated with US Government,,Internal Medicine,55.0,340.0,65.0,4.4,3.9,91.6,University-based,https://med.uth.edu/internalmedicine/education/residency/,"Our program is designed to ensure the success of our incredible, diverse residents. We have certificate programs in research, leadership, teaching, and management. To ensure residents can take advantage of these opportunities, we designed our schedule to prevent burnout, with no 24h call and administrative time starting intern year. Our outstanding clinical opportunities range from MD Anderson Cancer Center to a large county hospital serving the indigent population of Houston.",False,True,"['June', 'July']",True,['J-1 through ECFMG']
1403521281,https://freida.ama-assn.org/program/1403521281,Zucker School of Medicine at Hofstra/Northwell Program,New Hyde Park,NY,2025-03-28T08:08:20+00:00,3.0,3.0,Not affiliated with US Government,,Internal Medicine,55.0,855.0,60.0,0.0,0.3,99.7,University-based,http://www.northwell.edu,"An international global elective rotation in Uganda, is one of the new elective rotations added to the program. We also offer Research, IMPACcT primary care Interprofessional, Enhance Comm Health, Clin. Educator, Health Reform & Advocacy, Lifestyle medicine residency curriculum, and POCUS tracks.",False,True,['June'],True,"['J-1 through ECFMG', 'H-1B', 'F-1']"
1403521287,https://freida.ama-assn.org/program/1403521287,Montefiore Medical Center/Albert Einstein College of Medicine (Moses and Weiler Campuses) Program,Bronx,NY,2025-03-28T08:08:20+00:00,3.0,3.0,Not affiliated with US Government,,Internal Medicine,54.0,520.0,60.0,3.7,6.1,90.2,University-based,https://www.montefiore.org/residency-and-fellowship-information,"Our program has a firm system of three groups composed of PGY1-PGY3s with dedicated faculty leaders. Residents rotate on wards, CCU, MICU with rotations in medical consult, geriatrics, neurology, oncology, hepatology and the ER. Clinic is a 6+2 rotation where residents are the primary provider for their patients. Residents participate in cutting-edge biomedical and clinical research. We have specialized tracks in hospital medicine, medical education, intensified research and global health.",False,True,['July'],True,"['J-1 through ECFMG', 'H-1B', 'F-1']"
1403811342,https://freida.ama-assn.org/program/1403811342,Ohio State University Hospital Program,Columbus,OH,2025-03-28T08:08:20+00:00,3.0,3.0,Not affiliated with US Government,,Internal Medicine,54.0,433.0,64.0,4.4,1.7,93.8,University-based,https://medicine.osu.edu/departments/internal-medicine/education/,"We stress the importance of clinical excellence and dedication to scholarship. All interns participate in a Leadership Development Program. All residents receive protected time for research (up to 3 months total). Ambulatory training benefits from our 8 + 4 schedule (4 + 4 for Primary Care Track). Inpatient experience includes specialty services in cancer, heart, transplant med and liver. We offer pathways to research, hospital med, teaching/leadership & Global Scholars.",False,True,['June'],True,"['J-1 through ECFMG', 'F-1']"
1402421184,https://freida.ama-assn.org/program/1402421184,UMass Chan Medical School Program,Worcester,MA,2025-03-28T12:36:00+00:00,3.0,3.0,Not affiliated with US Government,,Internal Medicine,54.0,680.0,55.0,18.1,11.7,70.3,University-based,http://www.umassmed.edu/internal-medicine-residency/,"Highly competitive program in University-based Medical Center & the largest safety net hospital in MA. Residents manage diversity of conditions including liver, renal, bone marrow transplant, advance heart failure & MICU patients.Intern cap of 8, EPIC EMR & no 24hour shifts.Auxillary staff support for work to education balance.Teaching & mentoring are top priority.Offer tracks in Research & Med Ed. Over 97% fellowship match rate in top programs.Program expansion to a 3+2 schedule in 2024.",False,True,['July'],True,['J-1 through ECFMG']
,https://freida.ama-assn.org/program/1404731414,Announcement banner,,,2024-11-15T19:50:32+00:00,,,,,,,,,,,,,,,,,,,
,https://freida.ama-assn.org/program/1405121433,Announcement banner,,,2024-11-15T19:50:32+00:00,,,,,,,,,,,,,,,,,,,
,https://freida.ama-assn.org/program/1404311400,Announcement banner,,,2024-11-15T19:50:32+00:00,,,,,,,,,,,,,,,,,,,
1404121378,https://freida.ama-assn.org/program/1404121378,Temple University Hospital Program,Philadelphia,PA,2025-03-28T08:08:20+00:00,3.0,3.0,Not affiliated with US Government,,Internal Medicine,53.0,550.0,65.0,7.2,10.5,82.3,University-based,https://medicine.temple.edu/departments-centers/clinical-departments/department-medicine/internal-medicine-residency-program,"We care for a medically complex,urban,underserved patient population.Quaternary care center, advanced CHF services,pulmonary HTN center,leading lung transplant center.Oncology experience at affiliated Fox Chase Cancer Center.6+2 scheduling with dedicated ambulatory block and built-in wellness half day.Med Ed,Primary Care,Health Systems(QI/Leadership),and unique Urban Bioethics track.Novel community engagement curriculum.We value diversity because it leads to better patient care and education.",False,True,['June'],True,"['J-1 through ECFMG', 'H-1B', 'F-1']"
,https://freida.ama-assn.org/program/1400521036,Announcement banner,,,2024-11-15T19:50:32+00:00,,,,,,,,,,,,,,,,,,,
1404121504,https://freida.ama-assn.org/program/1404121504,UPMC Medical Education Program,Pittsburgh,PA,2025-03-28T08:08:20+00:00,3.0,3.0,Not affiliated with US Government,,Internal Medicine,53.0,550.0,60.0,0.2,11.8,88.0,University-based,http://residency.dom.pitt.edu,"We are dedicated to developing physician leaders through an innovative curriculum, individualized educational experiences and dedicated mentorship programs in order to facilitate the career goals of each resident. We are dedicated to developing physician leaders of diverse experiences and talents to become agents of change and transform the science of medicine and to provide compassionate, evidence-based care to their patients.",False,True,"['June', 'July']",True,"['J-1 through ECFMG', 'H-1B', 'F-1']"
,https://freida.ama-assn.org/program/1401121100,Announcement banner,,,2024-11-15T19:50:32+00:00,,,,,,,,,,,,,,,,,,,
,https://freida.ama-assn.org/program/1402431164,Announcement banner,,,2024-11-15T19:50:32+00:00,,,,,,,,,,,,,,,,,,,
,https://freida.ama-assn.org/program/1401121104,Announcement banner,,,2024-11-15T19:50:32+00:00,,,,,,,,,,,,,,,,,,,
,https://freida.ama-assn.org/program/1404111369,Announcement banner,,,2024-11-15T19:50:32+00:00,,,,,,,,,,,,,,,,,,,
,https://freida.ama-assn.org/program/1400521038,Announcement banner,,,2024-11-15T19:50:32+00:00,,,,,,,,,,,,,,,,,,,
,https://freida.ama-assn.org/program/1401621119,Announcement banner,,,2024-11-15T19:50:32+00:00,,,,,,,,,,,,,,,,,,,
1403521470,https://freida.ama-assn.org/program/1403521470,Lincoln Medical and Mental Health Center Program,Bronx,NY,2025-03-28T08:08:20+00:00,3.0,3.0,Not affiliated with US Government,,Internal Medicine,48.0,670.0,68.0,2.0,95.6,2.3,Community-based university affiliated,http://www.Linmed.org,"Lincoln is located in the heart of NYC serving a community of almost 300,000. Residents have the opportunity to diagnose and treat wide variety of diseases and complications, perform different procedures and receive high class education during in-patient rotations, ICU, emergency department, outpatient department and subspecialty services. All residents are required to have scholarly activities. There is an emphasis on POCUS training. We have high fellowship match rate and ABIM pass rate.",False,True,['July'],True,['J-1 through ECFMG']
,https://freida.ama-assn.org/program/1400831078,Announcement banner,,,2024-11-15T19:50:32+00:00,,,,,,,,,,,,,,,,,,,
,https://freida.ama-assn.org/program/1402311153,Announcement banner,,,2024-11-15T19:50:32+00:00,,,,,,,,,,,,,,,,,,,
,https://freida.ama-assn.org/program/1403321237,Announcement banner,,,2024-11-15T19:50:32+00:00,,,,,,,,,,,,,,,,,,,
,https://freida.ama-assn.org/program/1401121098,Announcement banner,,,2024-11-15T19:50:32+00:00,,,,,,,,,,,,,,,,,,,
,https://freida.ama-assn.org/program/1401621124,Announcement banner,,,2024-11-15T19:50:32+00:00,,,,,,,,,,,,,,,,,,,
,https://freida.ama-assn.org/program/1401612113,Announcement banner,,,2024-11-15T19:50:32+00:00,,,,,,,,,,,,,,,,,,,
,https://freida.ama-assn.org/program/1403511297,Announcement banner,,,2024-11-15T19:50:32+00:00,,,,,,,,,,,,,,,,,,,
1403521270,https://freida.ama-assn.org/program/1403521270,New York Presbyterian Hospital (Cornell Campus) Program,New York,NY,2025-03-28T08:08:20+00:00,3.0,3.0,Not affiliated with US Government,,Internal Medicine,44.0,470.0,76.0,0.0,4.8,95.2,University-based,http://www.cornellmedicine.com/,,False,True,['June'],True,['J-1 through ECFMG']
,https://freida.ama-assn.org/program/1403421247,Announcement banner,,,2024-11-15T19:50:32+00:00,,,,,,,,,,,,,,,,,,,
,https://freida.ama-assn.org/program/1404821425,Announcement banner,,,2024-11-15T19:50:32+00:00,,,,,,,,,,,,,,,,,,,
,https://freida.ama-assn.org/program/1403821335,Announcement banner,,,2024-11-15T19:50:32+00:00,,,,,,,,,,,,,,,,,,,
,https://freida.ama-assn.org/program/1401021093,Announcement banner,,,2024-11-15T19:50:32+00:00,,,,,,,,,,,,,,,,,,,
,https://freida.ama-assn.org/program/1401011097,Announcement banner,,,2024-11-15T19:50:32+00:00,,,,,,,,,,,,,,,,,,,
,https://freida.ama-assn.org/program/1403511284,Announcement banner,,,2024-11-15T19:50:32+00:00,,,,,,,,,,,,,,,,,,,
,https://freida.ama-assn.org/program/1402121147,Announcement banner,,,2024-11-15T19:50:32+00:00,,,,,,,,,,,,,,,,,,,
,https://freida.ama-assn.org/program/1400321029,Announcement banner,,,2024-11-15T19:50:32+00:00,,,,,,,,,,,,,,,,,,,
,https://freida.ama-assn.org/program/1400521058,Announcement banner,,,2024-11-15T19:50:32+00:00,,,,,,,,,,,,,,,,,,,
,https://freida.ama-assn.org/program/1405621443,Announcement banner,,,2024-11-15T19:50:32+00:00,,,,,,,,,,,,,,,,,,,
,https://freida.ama-assn.org/program/1403511278,Announcement banner,,,2024-11-15T19:50:32+00:00,,,,,,,,,,,,,,,,,,,
,https://freida.ama-assn.org/program/1404111381,Announcement banner,,,2024-11-15T19:50:32+00:00,,,,,,,,,,,,,,,,,,,
,https://freida.ama-assn.org/program/1403300539,Announcement banner,,,2024-11-15T19:50:32+00:00,,,,,,,,,,,,,,,,,,,
1403521254,https://freida.ama-assn.org/program/1403521254,Nassau University Medical Center Program,East Meadow,NY,2025-03-28T08:08:20+00:00,3.0,3.0,Not affiliated with US Government,,Internal Medicine,40.0,350.0,50.0,16.1,77.9,6.0,Community-based university affiliated,http://www.numc.edu,,False,True,['July'],True,['J-1 through ECFMG']
,https://freida.ama-assn.org/program/1401611123,Announcement banner,,,2024-11-15T19:50:32+00:00,,,,,,,,,,,,,,,,,,,
,https://freida.ama-assn.org/program/1403821334,Announcement banner,,,2024-11-15T19:50:32+00:00,,,,,,,,,,,,,,,,,,,
,https://freida.ama-assn.org/program/1402031142,Announcement banner,,,2024-11-15T19:50:32+00:00,,,,,,,,,,,,,,,,,,,
,https://freida.ama-assn.org/program/1401100011,Announcement banner,,,2024-11-15T19:50:32+00:00,,,,,,,,,,,,,,,,,,,
,https://freida.ama-assn.org/program/1402521194,Announcement banner,,,2024-11-15T19:50:32+00:00,,,,,,,,,,,,,,,,,,,
,https://freida.ama-assn.org/program/1403511268,Announcement banner,,,2024-11-15T19:50:32+00:00,,,,,,,,,,,,,,,,,,,
